Glyma.01G042700,3103,1,2
Glyma.01G042800,6305,3,2
Glyma.01G042900,1610,1,1
Glyma.01G043000,4594,2,2
Glyma.01G043100,1040,1,4
Glyma.01G043200,557,1,0
Glyma.01G043300,6261,2,2
Glyma.01G043400,3965,6,2
Glyma.01G043500,1045,1,0
Glyma.01G043600,3675,3,0
Glyma.01G043700,3682,1,2
Glyma.01G043800,5482,3,2
Glyma.01G043900,293,1,0
Glyma.01G044000,1604,1,2
Glyma.01G044100,4360,3,2
Glyma.01G044200,3867,1,2
Glyma.01G044300,7916,5,2
Glyma.01G044400,311,1,0
Glyma.01G044500,1146,1,2
Glyma.01G044600,2866,4,2
Glyma.01G044700,1216,1,0
Glyma.01G044800,1668,1,0
Glyma.01G044900,8899,1,0
Glyma.01G045000,600,1,0
Glyma.01G045100,3880,2,2
Glyma.01G045200,1082,1,1
Glyma.01G045300,3141,2,2
Glyma.01G045400,3363,2,2
Glyma.01G045500,2396,1,0
Glyma.01G045600,2606,1,0
Glyma.01G045700,5423,1,2
Glyma.01G045800,4312,2,2
Glyma.01G045900,1225,1,0
Glyma.01G046000,3964,2,2
Glyma.01G046100,1928,1,0
Glyma.01G046200,3640,3,1
Glyma.01G046300,1481,1,0
Glyma.01G046400,3036,1,0
Glyma.01G046500,3567,1,2
Glyma.01G046600,2711,2,2
Glyma.01G046700,5196,2,2
Glyma.01G046800,2384,1,2
Glyma.01G046900,3593,1,0
Glyma.01G047000,2016,1,4
Glyma.01G047100,8280,1,2
Glyma.01G047200,862,1,0
Glyma.01G047300,3212,1,0
Glyma.01G047400,3742,1,0
Glyma.01G047500,3518,1,0
Glyma.01G047600,416,1,0
Glyma.01G047700,4559,1,2
Glyma.01G047800,825,1,2
Glyma.01G047900,1673,1,2
Glyma.01G048000,12417,2,1
Glyma.01G048100,2147,1,1
Glyma.01G048200,3580,1,2
Glyma.01G048300,3782,1,0
Glyma.01G048400,3585,1,2
Glyma.01G048500,6085,4,2
Glyma.01G048600,1706,1,0
Glyma.01G048700,689,1,2
Glyma.01G048800,2556,1,2
Glyma.01G048900,2296,1,0
Glyma.01G049000,554,1,0
Glyma.01G049100,2424,2,2
Glyma.01G049200,932,1,0
Glyma.01G049300,837,1,0
Glyma.01G049400,4076,1,2
Glyma.01G049500,777,1,1
Glyma.01G049600,2464,1,2
Glyma.01G049700,608,1,0
Glyma.01G049800,777,1,0
Glyma.01G049900,797,1,2
Glyma.01G050000,6694,1,0
Glyma.01G050100,2390,2,2
Glyma.01G050200,1496,1,0
Glyma.01G050300,275,1,0
Glyma.01G050400,6798,3,0
Glyma.01G050500,2880,1,2
Glyma.01G050600,362,1,0
Glyma.01G050700,927,1,0
Glyma.01G050800,212,1,0
Glyma.01G050900,2005,1,1
Glyma.01G051000,1347,1,0
Glyma.01G051100,572,1,0
Glyma.01G051200,5559,1,0
Glyma.01G051300,1779,1,2
Glyma.01G051400,10332,1,2
Glyma.01G051500,1301,1,0
Glyma.01G051600,1364,1,3
Glyma.01G051700,1515,1,3
Glyma.01G051800,1738,2,0
Glyma.01G051900,1555,1,0
Glyma.01G052000,1086,1,0
Glyma.01G052100,1162,1,0
Glyma.01G052200,7539,3,2
Glyma.01G052300,6761,1,2
Glyma.01G052400,3671,1,2
Glyma.01G052500,6661,5,2
Glyma.01G052600,10420,8,1
Glyma.01G052700,3304,1,2
Glyma.01G052800,4709,2,2
Glyma.01G052900,19972,1,0
Glyma.01G053000,646,1,0
Glyma.01G053100,5416,1,2
Glyma.01G053200,5563,1,2
Glyma.01G053300,7130,1,2
Glyma.01G053400,8010,1,0
Glyma.01G053500,224,1,0
Glyma.01G053600,6299,2,2
Glyma.01G053700,5794,2,2
Glyma.01G053800,5230,2,2
Glyma.01G053900,497,1,0
Glyma.01G054000,1871,3,2
Glyma.01G054100,7277,8,2
Glyma.01G054200,3580,1,1
Glyma.01G054300,3350,3,2
Glyma.01G054400,2879,1,2
Glyma.01G054500,5598,10,2
Glyma.01G054600,2057,1,0
Glyma.01G054700,2351,1,0
Glyma.01G054800,3670,1,2
Glyma.01G054900,2486,1,1
Glyma.01G055000,2653,1,0
Glyma.01G055100,798,1,0
Glyma.01G055200,1497,1,2
Glyma.01G055300,9309,2,2
Glyma.01G055400,1496,3,2
Glyma.01G055500,3316,3,2
Glyma.01G055600,2064,1,0
Glyma.01G055700,2203,2,0
Glyma.01G055800,1328,1,0
Glyma.01G055900,2658,1,2
Glyma.01G056000,3245,2,2
Glyma.01G056100,2566,1,0
Glyma.01G056200,1565,1,0
Glyma.01G056300,4636,1,2
Glyma.01G056400,2201,1,2
Glyma.01G056500,3640,1,2
Glyma.01G056600,1412,1,0
Glyma.01G056700,224,1,0
Glyma.01G056800,7990,6,2
Glyma.01G056900,2575,1,2
Glyma.01G057000,2150,1,1
Glyma.01G057100,2774,1,2
Glyma.01G057200,8147,1,0
Glyma.01G057300,2353,1,0
Glyma.01G057400,4214,3,1
Glyma.01G057500,7525,1,2
Glyma.01G057600,1961,1,1
Glyma.01G057700,5081,1,0
Glyma.01G057800,4017,1,0
Glyma.01G057900,2962,1,1
Glyma.01G058000,3792,1,2
Glyma.01G058100,248,1,0
Glyma.01G058200,4547,1,2
Glyma.01G058300,2443,1,2
Glyma.01G058400,6785,6,2
Glyma.01G058500,6246,6,2
Glyma.01G058600,462,1,1
Glyma.01G058700,2847,2,0
Glyma.01G058800,450,1,0
Glyma.01G058900,233,1,0
Glyma.01G059000,1990,1,0
Glyma.01G059100,3739,3,0
Glyma.01G059200,5403,5,1
Glyma.01G059300,413,1,0
Glyma.01G059400,1212,1,0
Glyma.01G059500,901,1,0
Glyma.01G059600,2328,1,0
Glyma.01G059700,1572,1,0
Glyma.01G059800,4584,1,136
Glyma.01G059900,4941,1,0
Glyma.01G060000,1396,1,0
Glyma.01G060100,539,1,0
Glyma.01G060200,5760,1,136
Glyma.01G060300,5058,1,2
Glyma.01G060400,1705,1,0
Glyma.01G060500,1620,1,0
Glyma.01G060600,1006,1,0
Glyma.01G060700,19658,1,2
Glyma.01G060800,4386,1,0
Glyma.01G060900,2655,4,2
Glyma.01G061000,1442,1,2
Glyma.01G061100,2340,1,3
Glyma.01G061200,321,1,0
Glyma.01G061300,648,1,0
Glyma.01G061400,1387,1,0
Glyma.01G061500,29041,1,2
Glyma.01G061600,1610,1,38
Glyma.01G061700,8396,1,2
Glyma.01G061800,2704,1,1
Glyma.01G061900,1301,1,0
Glyma.01G062000,5488,2,2
Glyma.01G062100,4088,1,2
Glyma.01G062200,3579,3,0
Glyma.01G062300,4961,2,2
Glyma.01G062400,5622,1,2
Glyma.01G062500,1393,1,0
Glyma.01G062600,1279,1,0
Glyma.01G062700,446,1,0
Glyma.01G062800,1571,1,0
Glyma.01G062900,4355,1,2
Glyma.01G063000,3411,1,2
Glyma.01G063100,3194,1,2
Glyma.01G063200,1159,1,0
Glyma.01G063300,1492,1,0
Glyma.01G063400,797,1,0
Glyma.01G063500,2285,1,2
Glyma.01G063600,20356,3,2
Glyma.01G063700,5916,10,2
Glyma.01G063800,2074,1,2
Glyma.01G063900,287,1,0
Glyma.01G064000,1803,1,0
Glyma.01G064100,13326,1,2
Glyma.01G064200,4550,3,2
Glyma.01G064300,3723,1,0
Glyma.01G064400,6609,2,2
Glyma.01G064500,1089,1,2
Glyma.01G064600,4144,2,2
Glyma.01G064700,740,1,0
Glyma.01G064800,594,1,0
Glyma.01G064900,5425,8,2
Glyma.01G065000,2189,1,2
Glyma.01G065100,5759,1,2
Glyma.01G065200,1681,1,0
Glyma.01G065300,16332,1,0
Glyma.01G065400,5618,1,1
Glyma.01G065500,5128,1,0
Glyma.01G065600,8010,1,1
Glyma.01G065700,1741,1,38
Glyma.01G065800,5218,1,0
Glyma.01G065900,209,1,0
Glyma.01G066000,1862,1,5
Glyma.01G066100,1821,1,5
Glyma.01G066200,754,1,0
Glyma.01G066300,1864,1,5
Glyma.01G066400,2121,1,0
Glyma.01G066500,5366,1,2
Glyma.01G066600,5604,4,2
Glyma.01G066700,982,1,0
Glyma.01G066800,355,1,0
Glyma.01G066900,1055,1,0
Glyma.01G067000,2996,1,2
Glyma.01G067100,2919,2,1
Glyma.01G067200,3526,1,2
Glyma.01G067300,3173,2,0
Glyma.01G067400,968,1,49
Glyma.01G067500,379,1,4
Glyma.01G067600,3201,1,2
Glyma.01G067700,1678,2,0
Glyma.01G067800,1699,1,2
Glyma.01G067900,7410,1,2
Glyma.01G068000,9131,1,2
Glyma.01G068100,1945,1,5
Glyma.01G068200,2731,2,0
Glyma.01G068300,1704,1,0
Glyma.01G068400,260,1,0
Glyma.01G068500,2572,1,0
Glyma.01G068600,3681,1,2
Glyma.01G068700,647,1,0
Glyma.01G068800,6351,3,2
Glyma.01G068900,2429,2,0
Glyma.01G069000,678,1,0
Glyma.01G069100,890,1,1
Glyma.01G069200,517,1,0
Glyma.01G069300,1035,1,2
Glyma.01G069400,1111,2,0
Glyma.01G069500,6004,3,2
Glyma.01G069600,1633,1,1
Glyma.01G069700,470,1,0
Glyma.01G069800,1013,1,0
Glyma.01G069900,592,1,0
Glyma.01G070000,411,1,0
Glyma.01G070100,1123,1,0
Glyma.01G070200,6481,1,2
Glyma.01G070300,11658,4,2
Glyma.01G070400,9190,1,2
Glyma.01G070500,2885,1,0
Glyma.01G070600,6851,1,0
Glyma.01G070700,3579,1,0
Glyma.01G070800,420,1,0
Glyma.01G070900,509,1,0
Glyma.01G071000,1377,1,0
Glyma.01G071100,1649,1,0
Glyma.01G071200,2087,1,0
Glyma.01G071300,2876,1,2
Glyma.01G071400,252,1,1
Glyma.01G071500,3807,1,0
Glyma.01G071600,152,1,0
Glyma.01G071700,5215,1,2
Glyma.01G071800,1534,1,0
Glyma.01G071900,421,1,0
Glyma.01G072000,2283,4,2
Glyma.01G072100,5455,1,136
Glyma.01G072200,3712,1,0
Glyma.01G072300,3075,1,0
Glyma.01G072400,12886,1,0
Glyma.01G072500,1071,1,0
Glyma.01G072600,4765,1,0
Glyma.01G072700,1097,1,0
Glyma.01G072800,1513,1,0
Glyma.01G072900,1201,1,0
Glyma.01G073000,5853,1,0
Glyma.01G073100,623,1,0
Glyma.01G073200,5894,1,2
Glyma.01G073300,331,1,0
Glyma.01G073400,51292,7,1
Glyma.01G073500,13291,1,0
Glyma.01G073600,2127,1,1
Glyma.01G073700,1802,1,0
Glyma.01G073800,1881,1,0
Glyma.01G073900,986,1,0
Glyma.01G074000,41283,4,2
Glyma.01G074100,766,1,0
Glyma.01G074200,1094,1,1
Glyma.01G074300,394,1,0
Glyma.01G074400,15238,1,1
Glyma.01G074500,8339,5,2
Glyma.01G074600,2497,2,1
Glyma.01G074700,27590,1,2
Glyma.01G074800,3883,1,0
Glyma.01G074900,2492,1,0
Glyma.01G075000,3306,1,0
Glyma.01G075100,541,1,0
Glyma.01G075200,926,1,0
Glyma.01G075300,2082,1,0
Glyma.01G075400,17740,1,0
Glyma.01G075500,739,1,0
Glyma.01G075600,1017,1,0
Glyma.01G075700,705,1,4
Glyma.01G075800,6991,1,1
Glyma.01G075900,2966,1,0
Glyma.01G076000,237,1,1
Glyma.01G076100,10100,4,1
Glyma.01G076200,1299,1,2
Glyma.01G076300,946,1,0
Glyma.01G076400,608,1,0
Glyma.01G076500,4009,1,0
Glyma.01G076600,590,1,0
Glyma.01G076700,993,1,0
Glyma.01G076800,422,1,0
Glyma.01G076900,6016,1,2
Glyma.01G077000,2245,1,2
Glyma.01G077100,2026,1,1
Glyma.01G077200,11670,3,1
Glyma.01G077300,18332,3,2
Glyma.01G077400,33564,3,1
Glyma.01G077500,3254,1,11
Glyma.01G077600,7129,1,1
Glyma.01G077700,2532,1,0
Glyma.01G077800,369,1,0
Glyma.01G077900,1264,1,0
Glyma.01G078000,2480,2,2
Glyma.01G078100,1677,1,0
Glyma.01G078200,1182,1,1
Glyma.01G078300,2735,1,2
Glyma.01G078400,2439,1,2
Glyma.01G078500,4966,1,136
Glyma.01G078600,2800,2,1
Glyma.01G078700,182,1,1
Glyma.01G078800,905,1,1
Glyma.01G078900,971,1,0
Glyma.01G079000,690,1,0
Glyma.01G079100,6950,5,1
Glyma.01G079200,2728,5,0
Glyma.01G079300,7819,8,1
Glyma.01G079400,816,1,0
Glyma.01G079500,3395,1,2
Glyma.01G079600,1276,1,0
Glyma.01G079700,242,1,0
Glyma.01G079800,2969,1,1
Glyma.01G079900,1437,1,1
Glyma.01G080000,1692,1,0
Glyma.01G080100,3708,1,0
Glyma.01G080200,3462,1,1
Glyma.01G080300,2182,1,2
Glyma.01G080400,3105,1,1
Glyma.01G080500,1556,1,2
Glyma.01G080600,6130,1,1
Glyma.01G080700,15733,6,2
Glyma.01G080800,739,1,1
Glyma.01G080900,3872,1,2
Glyma.01G081000,578,1,0
Glyma.01G081100,2676,2,2
Glyma.01G081200,338,1,0
Glyma.01G081300,5212,1,2
Glyma.01G081400,1884,1,0
Glyma.01G081500,9458,1,0
Glyma.01G081600,5553,1,1
Glyma.01G081700,3391,1,0
Glyma.01G081800,2074,1,0
Glyma.01G081900,15171,1,0
Glyma.01G082000,3426,1,2
Glyma.01G082100,389,1,13
Glyma.01G082200,8626,2,1
Glyma.01G082300,269,1,0
Glyma.01G082400,3352,2,2
Glyma.01G082500,2348,1,2
Glyma.01G082600,1594,1,1
Glyma.01G082700,7730,1,0
Glyma.01G082800,1483,1,0
Glyma.01G082900,182,1,0
Glyma.01G083000,2477,1,2
