Glyma.01G059800,4584,1,136,0
Glyma.01G060200,5760,1,136,0.00389672
Glyma.01G072100,5455,1,136,0.00399254
Glyma.01G078500,4966,1,136,0.00325099
Glyma.01G086400,5130,1,136,0
Glyma.01G094100,6535,1,136,0.00602222
Glyma.01G104500,4754,1,136,0
Glyma.01G126300,3472,1,136,0
Glyma.01G135100,5538,1,136,0.00559171
Glyma.02G158900,4749,1,136,0
Glyma.02G168800,5482,1,136,0
Glyma.02G173100,2534,1,136,0.00238429
Glyma.02G175200,3916,1,136,0
Glyma.02G175300,4909,1,136,0
Glyma.02G178500,5078,1,136,0.00861206
Glyma.02G182100,5008,1,136,0
Glyma.02G190500,4387,1,136,0
Glyma.03G035100,8476,1,136,0
Glyma.03G065200,4112,1,136,0
Glyma.03G081100,4848,1,136,0
Glyma.03G083400,5946,1,136,0
Glyma.03G093100,5129,1,136,0
Glyma.03G096700,4727,1,136,0
Glyma.03G106700,3810,1,136,0.000538871
Glyma.03G121800,5558,1,136,0
Glyma.04G115100,4846,1,136,0.00422722
Glyma.04G116100,5604,1,136,0.00613902
Glyma.04G116300,4230,1,136,0
Glyma.04G159800,5612,1,136,0
Glyma.04G160600,4813,1,136,0
Glyma.04G161500,8290,1,136,0
Glyma.04G181800,4862,1,136,0
Glyma.04G183200,5795,1,136,0
Glyma.04G183500,4834,1,136,0
Glyma.05G066400,4660,1,136,0.0112733
Glyma.05G070100,4635,1,136,0
Glyma.05G078400,4610,1,136,0.0097436
Glyma.05G078600,3516,1,136,0.00866736
Glyma.05G086700,6688,1,136,0
Glyma.06G194400,5245,1,136,0
Glyma.06G196500,4709,1,136,0.003888205
Glyma.06G198700,4001,1,136,0
Glyma.06G216300,5998,1,136,0
Glyma.06G265300,5346,1,136,0
Glyma.06G268000,5278,1,136,0.01632962
Glyma.07G118400,4903,1,136,0
Glyma.07G123400,4897,1,136,0
Glyma.07G146700,5072,1,136,0
Glyma.07G174500,3738,1,136,0
Glyma.07G223900,3502,1,136,0.0262285
Glyma.08G233100,4798,1,136,0
Glyma.08G243900,4713,1,136,0
Glyma.08G253300,4898,1,136,0.002123306
Glyma.08G270200,4899,1,136,0
Glyma.08G273800,5153,1,136,0.01363059
Glyma.08G275300,4914,1,136,0
Glyma.08G277400,4903,1,136,0
Glyma.09G061100,5369,1,136,0
Glyma.09G078200,7326,1,136,0.06315379
Glyma.09G080200,7197,1,136,0
Glyma.09G082700,4804,1,136,0
Glyma.09G091300,6633,1,136,0
Glyma.09G101900,4571,1,136,0
Glyma.09G104300,4707,1,136,0
Glyma.09G108300,3338,1,136,0.0129405
Glyma.09G115000,6549,1,136,0
Glyma.09G117700,5309,1,136,0
Glyma.10G073100,6169,1,136,0.0000606
Glyma.10G079800,4991,1,136,0
Glyma.10G090900,4873,1,136,0.000952936
Glyma.10G095300,6282,1,136,0.29279946
Glyma.10G096000,15887,1,136,0.02367555
Glyma.10G103700,4784,1,136,0
Glyma.10G107300,4377,1,136,0.0067131
Glyma.10G108200,7145,1,136,0.6745444
Glyma.10G116400,4787,1,136,0.0795047
Glyma.10G121300,4575,1,136,0
Glyma.10G132900,4209,1,136,0
Glyma.11G171800,3411,1,136,0.013187512
Glyma.11G178500,4853,1,136,0.010193829
Glyma.11G202300,5035,1,136,0.000687967
Glyma.12G119500,5108,1,136,0
Glyma.12G162100,4741,1,136,0
Glyma.13G002300,5403,1,136,0.0114922
Glyma.13G005700,3988,1,136,0.02420913
Glyma.13G007700,6439,1,136,0
Glyma.13G024400,6222,1,136,2.7563039
Glyma.13G025100,5114,1,136,0.414272689
Glyma.13G027400,3800,1,136,0
Glyma.13G029400,5462,1,136,0.000958697
Glyma.13G074100,4596,1,136,0.26722695
Glyma.13G075400,4774,1,136,0
Glyma.13G086500,5532,1,136,0
Glyma.14G115400,8384,1,136,0.00587903
Glyma.14G128000,8765,1,136,0.012276748
Glyma.14G142800,4650,1,136,0
Glyma.14G157000,4282,1,136,0.015227329
Glyma.14G161300,4852,1,136,0
Glyma.15G180500,5125,1,136,0
Glyma.15G182400,4633,1,136,0.0131159
Glyma.15G189900,6252,1,136,0
Glyma.15G190400,4190,1,136,0
Glyma.15G196600,4780,1,136,0
Glyma.15G206700,4568,1,136,0
Glyma.15G208500,4794,1,136,0
Glyma.15G216800,4749,1,136,0.001780019
Glyma.15G243500,2804,1,136,0.0455966
Glyma.16G087000,5925,1,136,0.00270789
Glyma.16G114600,5798,1,136,0
Glyma.16G136700,5619,1,136,0
Glyma.17G171900,3214,1,136,0
Glyma.17G189100,9949,1,136,0.07346488
Glyma.17G191200,4562,1,136,0
Glyma.17G195200,4830,1,136,0
Glyma.17G200400,4860,1,136,0
Glyma.17G216400,5609,1,136,0.00613721
Glyma.18G104700,5138,1,136,0
Glyma.18G115900,4706,1,136,0
Glyma.18G131100,9727,1,136,0
Glyma.18G131700,5134,1,136,0
Glyma.18G142300,6877,1,136,0.01789287
Glyma.18G152100,4754,1,136,0
Glyma.19G044800,4750,1,136,0
Glyma.19G045100,4696,1,136,0
Glyma.19G062100,4051,1,136,0
Glyma.19G075500,5789,1,136,0
Glyma.19G078100,5568,1,136,0
Glyma.19G090300,4392,1,136,0
Glyma.20G022000,4280,1,136,0
Glyma.20G034900,7062,1,136,0
Glyma.20G059700,4560,1,136,0
Glyma.20G065800,4894,1,136,0
Glyma.20G069200,4281,1,136,0
Glyma.20G081200,5167,1,136,0.0000824
Glyma.20G082400,4509,1,136,0
Glyma.U000600,5796,1,136,0
Glyma.01G067400,968,1,49,0
Glyma.01G087200,965,1,49,0.0457579
Glyma.01G103900,945,1,49,0
Glyma.02G164000,1484,1,49,0
Glyma.04G122800,953,1,49,0
Glyma.04G166800,1454,1,49,0.01072832
Glyma.05G072700,953,1,49,3.67965724
Glyma.05G072800,1216,1,49,8.38119673
Glyma.05G073000,2191,1,49,4.680167249
Glyma.06G226100,7799,1,49,0.409933752
Glyma.06G226200,953,1,49,0.00411473
Glyma.06G226300,950,1,49,0.08410735
Glyma.06G274600,965,1,49,0.067316
Glyma.06G274800,950,1,49,0.1361687
Glyma.06G274900,1477,1,49,0.4535876
Glyma.06G289100,1528,1,49,0
Glyma.07G145200,1088,1,49,0.0401217
Glyma.07G173200,5774,1,49,0.00224932
Glyma.08G277500,953,1,49,0.02332468
Glyma.09G079300,965,1,49,0
Glyma.09G081200,1466,1,49,0.36496028
Glyma.09G086300,1088,1,49,0.000127037
Glyma.09G086400,1088,1,49,0.000127087
Glyma.09G151000,4231,1,49,0.2051586
Glyma.11G160700,7671,1,49,0.45722784
Glyma.12G108700,953,1,49,0.11678339
Glyma.12G108800,953,1,49,0.13147157
Glyma.12G153300,953,1,49,0.001973049
Glyma.12G159700,1466,1,49,0.29953748
Glyma.14G109800,3787,1,49,0.5161904
